Date,product_code,price,rank,rating,reviews,Qty
2020-02-12,0000,12.99,21541.5,4.8,8.0,0
2020-02-13,0001,22.99,17843.5,3.7,645.0,0
2020-02-13,0000,,,,,0
2020-02-13,0002,38.0,56701.0,5.0,15.0,0
2020-02-14,0001,22.99,20223.75,3.7,645.0,0
2020-02-14,0002,38.0,84165.66666666667,5.0,15.0,0
2020-02-14,0000,12.99,30731.33333333333,4.8,8.0,0
2020-02-15,0002,38.0,58478.66666666666,5.0,15.0,0
2020-02-15,0000,12.49,41172.5,4.8,8.0,0
2020-02-15,0001,22.99,30469.33333333333,3.7000000000000006,645.0,1
2020-02-16,0000,11.99,56989.66666666666,4.8,8.0,0
2020-02-16,0001,22.99,28421.8,3.7,645.0,0
2020-02-16,0002,38.0,71565.0,5.0,16.5,0
2020-02-17,0000,8.99,41162.0,4.8,8.0,0
2020-02-17,0001,22.99,28872.5,3.733333333333334,523.5,0
2020-02-17,0002,38.0,90240.0,5.0,18.0,0
2020-02-18,0001,22.99,32162.666666666668,3.766666666666667,402.0,0
2020-02-18,0000,8.99,26755.0,4.8,8.0,0
2020-02-18,0002,38.0,119426.66666666669,5.0,18.0,0
2020-02-19,0000,9.49,20043.4,4.8,8.0,0
2020-02-19,0001,22.99,42144.0,3.7,582.0,0
2020-02-19,0002,38.0,84935.33333333333,5.0,18.0,0
2020-02-20,0002,38.0,131335.33333333334,5.0,18.0,0
2020-02-20,0000,9.49,26201.666666666668,4.8,8.0,0
2020-02-20,0003,29.95,54398.0,4.5,37.0,1
2020-02-20,0001,22.99,31458.0,3.7000000000000006,582.6666666666666,1
2020-02-21,0003,29.95,78366.0,4.5,37.0,0
2020-02-21,0000,9.49,15519.666666666666,4.8,8.0,0
2020-02-21,0001,22.99,46665.0,3.7,584.0,1
2020-02-21,0002,38.0,116641.33333333331,5.0,19.0,0
2020-02-22,0002,38.0,50936.625,5.0,20.0,0
2020-02-22,0000,9.49,17801.14285714286,4.8,8.0,0
2020-02-22,0003,29.95,76504.8,4.5,37.0,0
2020-02-22,0001,22.99,34231.833333333336,3.7000000000000006,584.0,1
2020-02-23,0002,38.0,61046.8,5.0,20.0,0
2020-02-23,0003,29.95,96020.5,4.5125,37.0,0
2020-02-23,0001,22.99,27015.0,3.7000000000000006,584.0,0
2020-02-23,0000,9.49,22877.14285714286,4.8,8.0,0
2020-02-24,0000,9.49,9481.0,4.8,8.0,0
2020-02-24,0002,38.0,109451.5,5.0,20.0,0
2020-02-24,0001,22.99,27964.0,3.7,584.0,0
2020-02-24,0003,29.95,100258.5,4.5375000000000005,37.0,0
2020-02-25,0001,22.99,31721.0,3.7,584.0,0
2020-02-25,0002,38.0,130106.0,5.0,20.0,0
2020-02-25,0003,29.95,75107.5,4.533333333333334,37.333333333333336,0
2020-02-25,0000,9.49,23784.0,4.8,8.0,0
2020-02-26,0001,22.99,15888.5,3.7,643.25,0
2020-02-26,0000,9.49,30900.33333333333,4.8,8.0,0
2020-02-26,0002,38.0,152676.0,5.0,20.0,0
2020-02-26,0003,29.95,66173.85714285714,4.6000000000000005,38.85714285714285,0
2020-02-27,0003,29.95,64910.333333333336,4.6000000000000005,40.0,0
2020-02-27,0001,22.99,22923.5,3.7,663.0,0
2020-02-27,0000,9.49,32530.25,4.8,8.0,0
2020-02-27,0002,38.0,169671.33333333334,5.0,20.0,0
2020-02-28,0001,22.99,23998.0,3.7,663.0,0
2020-02-28,0003,29.95,71580.66666666667,4.6000000000000005,40.0,1
2020-02-28,0000,9.49,30835.0,4.8,8.0,0
2020-02-28,0002,38.0,182626.5,5.0,20.0,0
2020-02-29,0002,38.0,144174.6,5.0,20.0,0
2020-02-29,0003,29.95,85278.0,4.6000000000000005,40.0,0
2020-02-29,0000,10.865,33703.25,4.8,8.0,0
2020-02-29,0001,25.39,18272.0,3.7,666.0,0
2020-03-01,0003,29.95,70029.75,4.6000000000000005,40.0,0
2020-03-01,0002,38.0,121303.66666666669,5.0,20.0,0
2020-03-01,0000,9.99,36361.75,4.8,8.0,0
2020-03-01,0001,23.74,25291.75,3.7,668.0,0
2020-03-02,0003,29.95,63223.75,4.6000000000000005,40.0,1
2020-03-02,0002,38.0,163662.33333333334,5.0,20.0,0
2020-03-02,0000,9.99,26782.33333333333,4.8,8.0,0
2020-03-02,0001,22.99,19398.8,3.7,668.0,0
2020-03-03,0002,38.0,185605.3333333333,5.0,20.0,0
2020-03-03,0003,29.95,46922.7,4.6000000000000005,40.2,0
2020-03-03,0000,9.99,32747.666666666668,4.8,8.0,0
2020-03-03,0001,22.99,22904.33333333333,3.7000000000000006,668.0,0
2020-03-04,0001,22.99,19629.0,3.7000000000000006,671.6666666666666,0
2020-03-04,0002,38.0,197585.0,5.0,20.0,0
2020-03-04,0000,9.99,30281.33333333333,4.8,8.333333333333334,0
2020-03-04,0003,29.95,57512.5,4.6000000000000005,41.25,0
2020-03-05,0001,22.99,14192.5,3.7,679.0,0
2020-03-05,0003,29.95,70637.0,4.6000000000000005,42.0,0
2020-03-05,0000,9.99,32718.2,4.8,9.0,0
2020-03-05,0002,38.0,209102.5,5.0,20.0,0
2020-03-06,0001,22.99,17188.333333333332,3.766666666666667,467.0,0
2020-03-06,0003,29.95,65165.0,4.5,37.5,0
2020-03-06,0000,9.99,34421.25,4.8,9.0,0
2020-03-06,0002,38.0,214896.5,5.0,20.0,0
2020-03-07,0000,9.99,51390.0,4.8,9.0,0
2020-03-07,0003,29.95,64017.0,4.5,43.0,0
2020-03-07,0001,22.99,17692.75,3.9,43.0,0
2020-03-07,0002,38.0,221098.25,5.0,20.0,0
2020-03-08,0001,22.99,14891.0,3.9,43.0,0
2020-03-08,0003,29.95,88772.0,4.5,43.0,2
2020-03-08,0002,,,,,0
2020-03-08,0000,9.99,51390.0,4.8,9.0,0
2020-03-09,0001,22.99,17766.0,3.9,43.0,0
2020-03-09,0003,29.95,66162.0,4.5,43.0,0
2020-03-09,0002,34.0,222044.0,5.0,20.0,0
2020-03-09,0000,,,,,0
2020-03-10,0001,,,,,0
2020-03-10,0000,,,,,0
2020-03-10,0003,29.95,67901.0,4.5,45.0,0
2020-03-10,0002,,,,,0
2020-03-11,0001,22.99,19428.0,3.9,43.0,0
2020-03-11,0000,,,,,0
2020-03-11,0002,,,,,0
2020-03-11,0003,29.95,65204.0,4.5,45.5,0
2020-03-12,0002,,,,,0
2020-03-12,0000,9.99,51390.0,4.8,6.0,0
2020-03-12,0001,22.99,20912.0,3.9,43.0,0
2020-03-12,0003,29.95,51207.0,4.5,46.0,0
2020-03-13,0000,,,,,0
2020-03-13,0001,22.99,20585.5,3.9,43.0,0
2020-03-13,0003,29.95,65868.5,4.5,46.0,4
2020-03-13,0002,,,,,0
2020-03-14,0000,,,,,2
2020-03-14,0001,,,,,1
2020-03-14,0003,29.95,65991.0,4.5,46.0,2
2020-03-14,0002,,,,,0
2020-03-15,0002,,,,,1
2020-03-15,0000,,,,,0
2020-03-15,0003,,,,,4
2020-03-15,0001,22.99,28310.0,3.9,43.0,0
2020-03-16,0003,,,,,6
2020-03-16,0000,,,,,0
2020-03-16,0001,22.99,29165.5,3.9,43.0,1
2020-03-16,0002,,,,,0
2020-03-17,0002,,,,,0
2020-03-17,0000,,,,,0
2020-03-17,0003,29.95,77417.0,4.5,46.0,3
2020-03-17,0001,,,,,0
2020-03-18,0002,,,,,0
2020-03-18,0003,29.95,100695.66666666669,4.5,46.0,2
2020-03-18,0000,,,,,0
2020-03-18,0001,22.99,29494.5,3.9,43.0,3
2020-03-19,0002,,,,,0
2020-03-19,0003,29.95,123641.5,4.5,46.0,6
2020-03-19,0000,,,,,0
2020-03-19,0001,,,,,0
2020-03-20,0001,22.99,28543.0,3.9,43.0,0
2020-03-20,0002,,,,,0
2020-03-20,0003,29.95,87030.0,4.4,48.0,3
2020-03-20,0000,9.99,11389.0,4.8,6.0,0
2020-03-21,0002,,,,,0
2020-03-21,0001,22.99,33716.5,3.9,43.0,0
2020-03-21,0003,29.95,94642.0,4.4,48.0,4
2020-03-21,0000,9.99,9784.0,4.8,6.0,0
2020-03-22,0000,9.99,13830.5,4.8,6.0,0
2020-03-22,0002,,,,,0
2020-03-22,0003,29.95,110798.0,4.4,48.0,3
2020-03-22,0001,22.99,38101.0,3.9,43.0,2
2020-03-23,0000,9.99,13189.0,4.8,6.0,0
2020-03-23,0002,34.0,39477.0,5.0,20.0,1
2020-03-23,0003,29.95,103469.6,4.4,48.0,5
2020-03-23,0001,22.99,29150.5,3.9,43.0,1
2020-03-24,0003,29.95,80264.66666666667,4.4,48.0,5
2020-03-24,0001,22.99,25829.0,3.9,43.0,3
2020-03-24,0002,34.0,39477.0,5.0,21.0,0
2020-03-24,0000,9.99,18004.0,4.8,6.0,0
2020-03-25,0000,9.99,18004.0,4.8,7.5,0
2020-03-25,0003,29.95,86713.0,4.4,48.16666666666666,3
2020-03-25,0002,,,,,0
2020-03-25,0001,22.99,24883.0,3.9,43.0,2
2020-03-26,0003,29.95,95733.5,4.4,49.0,6
2020-03-26,0001,22.99,22456.0,3.9,43.0,3
2020-03-26,0002,,,,,0
2020-03-26,0000,9.99,22512.0,4.8,8.0,0
2020-03-27,0002,34.0,81780.0,5.0,21.0,0
2020-03-27,0003,29.95,69634.5,4.4,49.0,2
2020-03-27,0001,22.99,28066.0,3.9,43.0,0
2020-03-27,0000,9.99,13899.0,4.8,8.0,0
2020-03-28,0002,34.0,43521.0,5.0,21.0,1
2020-03-28,0003,29.95,109718.33333333331,4.4,49.0,0
2020-03-28,0000,9.99,20340.0,4.8,8.0,0
2020-03-28,0001,22.99,24310.0,3.9,43.0,3
2020-03-29,0000,9.99,21685.0,4.8,8.0,0
2020-03-29,0001,22.99,28299.0,3.9,43.0,0
2020-03-29,0002,34.0,38801.0,5.0,21.0,2
2020-03-29,0003,29.95,213730.5,4.4,49.0,3
2020-03-30,0000,9.99,13968.0,4.8,8.0,0
2020-03-30,0003,29.95,147015.0,4.4,49.0,7
2020-03-30,0001,22.99,35192.5,3.9,43.0,1
2020-03-30,0002,34.0,30168.0,5.0,21.0,0
2020-03-31,0000,9.99,20941.33333333333,4.8,8.0,0
2020-03-31,0001,22.99,34803.5,3.9,43.0,1
2020-03-31,0002,34.0,60348.0,5.0,21.0,1
2020-03-31,0003,30.7,81778.75,4.4,51.0,0
2020-04-01,0001,22.99,35150.0,3.9,43.0,1
2020-04-01,0003,29.95,145072.0,4.4,51.0,2
2020-04-01,0000,9.99,30495.0,4.8,8.0,0
2020-04-01,0002,34.0,37584.0,5.0,21.0,3
2020-04-02,0003,29.95,131963.5,4.4,51.0,3
2020-04-02,0000,9.99,24648.666666666668,4.8,8.0,0
2020-04-02,0002,34.0,25209.0,5.0,21.0,0
2020-04-02,0001,22.99,37612.0,3.9,43.0,1
2020-04-02,0004,30.0,132274.33333333334,4.1,8.0,1
2020-04-03,0004,30.0,83776.66666666667,4.1,8.0,0
2020-04-03,0002,34.0,35171.25,5.0,21.0,5
2020-04-03,0001,22.99,44335.0,3.8,379.5,4
2020-04-03,0003,29.95,161134.5,4.4,51.0,2
2020-04-03,0000,9.99,35443.0,4.8,8.0,1
2020-04-04,0004,30.0,117556.33333333331,4.1,8.0,0
2020-04-04,0002,34.0,24580.75,5.0,21.0,2
2020-04-04,0003,29.95,135729.0,4.4,52.0,3
2020-04-04,0000,9.99,31488.0,4.8,8.0,0
2020-04-04,0001,22.99,27248.0,3.7,716.0,2
2020-04-05,0000,9.99,29932.0,4.8,8.0,2
2020-04-05,0001,22.99,31165.5,3.7,716.0,0
2020-04-05,0003,29.95,150292.5,4.4,52.0,1
2020-04-05,0004,30.0,100515.0,4.066666666666666,8.666666666666666,0
2020-04-05,0002,34.0,29011.5,5.0,21.0,0
2020-04-06,0000,9.99,16461.0,4.8,8.0,1
2020-04-06,0003,29.616666666666664,192108.66666666663,4.4,52.0,2
2020-04-06,0004,30.0,117168.25,4.0,10.0,0
2020-04-06,0002,34.0,35097.666666666664,5.0,21.0,6
2020-04-06,0001,22.99,38106.0,3.7,716.0,1
2020-04-07,0001,22.99,41054.0,3.7,720.0,4
2020-04-07,0004,30.0,147454.0,4.0,10.0,1
2020-04-07,0000,9.99,25191.25,4.8,8.0,1
2020-04-07,0003,28.95,134436.66666666666,4.4,52.0,1
2020-04-07,0002,34.0,25562.33333333333,5.0,21.0,0
2020-04-08,0001,22.99,32515.5,3.7,721.0,2
2020-04-08,0004,30.0,56537.0,4.0,10.0,0
2020-04-08,0003,28.95,224421.66666666663,4.4,52.66666666666666,3
2020-04-08,0000,9.99,24858.5,4.8,8.0,0
2020-04-08,0002,34.0,47029.5,5.0,21.0,1
2020-04-09,0000,9.99,21044.25,4.8,8.0,0
2020-04-09,0002,34.0,46936.5,5.0,21.0,1
2020-04-09,0001,22.99,32115.0,3.7,721.0,2
2020-04-09,0003,28.95,160372.5,4.4,53.75,2
2020-04-09,0004,30.0,51532.66666666666,4.0,10.0,0
2020-04-10,0003,28.95,150212.5,4.4,54.0,3
2020-04-10,0000,9.99,36644.5,4.8,8.0,0
2020-04-10,0002,34.0,35851.0,5.0,21.0,5
2020-04-10,0001,22.99,32750.5,3.7,721.0,1
2020-04-10,0004,30.0,89444.5,4.0,10.0,0
2020-04-11,0002,34.0,24038.5,5.0,21.0,1
2020-04-11,0001,22.99,43072.5,3.7,721.0,0
2020-04-11,0000,9.99,31917.25,4.8,8.0,1
2020-04-11,0003,28.95,126797.5,4.4,54.0,6
2020-04-11,0004,30.0,127455.66666666669,4.0,10.0,1
2020-04-12,0004,30.0,91636.5,4.0,10.0,4
2020-04-12,0000,9.99,23545.5,4.8,8.0,0
2020-04-12,0003,28.95,118497.66666666669,4.4,54.0,6
2020-04-12,0002,34.0,36322.5,5.0,21.0,1
2020-04-12,0001,22.99,56375.5,3.7,721.0,2
2020-04-13,0004,30.0,79121.0,4.0,10.0,1
2020-04-13,0000,9.99,14252.0,4.8,8.0,0
2020-04-13,0003,28.95,94983.0,4.4,54.0,2
2020-04-13,0002,34.0,48650.333333333336,5.0,21.0,5
2020-04-13,0001,22.99,43568.5,3.7,721.0,1
2020-04-14,0000,9.99,16425.0,4.9,9.0,0
2020-04-14,0003,28.95,140320.0,4.4,54.0,5
2020-04-14,0002,34.0,39843.66666666666,5.0,21.0,1
2020-04-14,0001,22.99,44568.0,3.7,721.0,3
2020-04-14,0004,30.0,67239.8,4.0,10.0,6
2020-04-15,0002,34.0,42883.0,5.0,21.0,8
2020-04-15,0000,9.99,24561.25,4.9,9.0,1
2020-04-15,0004,30.0,35926.0,4.0,10.0,0
2020-04-15,0003,28.95,121125.2,4.4,54.0,4
2020-04-15,0001,22.99,48367.0,3.7,710.0,2
2020-04-16,0004,30.0,80680.0,4.0,10.0,1
2020-04-16,0003,28.95,123384.66666666669,4.4,54.0,7
2020-04-16,0001,22.99,44951.0,3.7,710.0,0
2020-04-16,0002,34.0,31406.0,5.0,21.0,4
2020-04-16,0000,9.99,33381.666666666664,4.9,9.0,2
2020-04-17,0004,30.0,63173.0,4.0,10.0,1
2020-04-17,0003,28.95,94565.0,4.4,54.0,2
2020-04-17,0002,34.0,31223.33333333333,5.0,21.0,3
2020-04-17,0000,9.99,24050.0,4.9,9.0,1
2020-04-17,0001,22.99,65212.0,3.7,710.0,2
2020-04-18,0003,28.95,156732.0,4.4,54.0,2
2020-04-18,0004,30.0,114547.0,4.0,10.0,2
2020-04-18,0002,34.0,39040.5,5.0,21.0,14
2020-04-18,0001,22.99,51389.5,3.7,710.0,0
2020-04-18,0000,9.99,20875.6,4.9,9.0,0
2020-04-19,0001,22.99,49616.0,3.7,710.0,1
2020-04-19,0004,30.0,67084.0,4.0,10.0,1
2020-04-19,0002,34.0,23077.5,5.0,21.0,16
2020-04-19,0000,9.99,36652.0,4.9,9.0,2
2020-04-19,0003,28.95,179968.0,4.4,54.0,3
2020-04-20,0001,22.99,54025.0,3.7,710.0,1
2020-04-20,0004,31.0,87319.0,4.0,10.0,4
2020-04-20,0000,9.99,34101.5,4.9,9.0,4
2020-04-20,0003,28.95,172322.6,4.4,54.0,1
2020-04-20,0002,35.333333333333336,22405.5,5.0,21.83333333333333,3
2020-04-21,0003,28.95,222611.0,4.4,54.0,2
2020-04-21,0002,36.0,30876.75,5.0,22.0,4
2020-04-21,0000,9.99,21319.0,4.9,9.0,6
2020-04-21,0001,22.99,47601.0,3.7,723.5,0
2020-04-21,0004,32.0,45317.66666666666,4.0,10.0,4
2020-04-22,0002,36.0,44115.66666666666,5.0,22.0,5
2020-04-22,0000,9.99,18715.166666666668,4.9,9.666666666666666,1
2020-04-22,0003,29.75,200895.2,4.4,54.0,1
2020-04-22,0001,22.99,42636.0,3.7,737.5,0
2020-04-22,0004,32.0,63332.4,4.0,10.0,1
2020-04-23,0000,9.99,23003.0,4.9,10.0,3
2020-04-23,0003,29.95,211895.0,4.4,55.2,2
2020-04-23,0002,,,,,0
2020-04-23,0001,22.99,42718.0,3.7,738.0,2
2020-04-23,0004,,,,,3
2020-04-24,0002,,,,,0
2020-04-24,0003,29.95,217889.2,4.4,56.0,1
2020-04-24,0004,32.0,43525.5,4.0,10.0,1
2020-04-24,0000,9.99,25915.0,4.9,10.0,0
2020-04-24,0001,22.99,38733.0,3.7,738.0,2
2020-04-25,0000,7.989999999999999,27660.0,4.9,10.0,6
2020-04-25,0002,,,,,0
2020-04-25,0004,32.0,55742.66666666666,4.0,10.0,2
2020-04-25,0001,22.99,40537.5,3.7,738.0,1
2020-04-25,0003,29.95,234808.25,4.4,56.0,3
2020-04-26,0003,29.95,175841.5,4.4,56.0,2
2020-04-26,0004,32.0,79445.0,4.0,10.0,4
2020-04-26,0002,,,,,15
2020-04-26,0001,22.99,41595.0,3.7,738.0,4
2020-04-26,0000,7.989999999999999,17370.333333333332,4.9,10.0,8
2020-04-27,0001,22.99,51055.0,3.7,739.0,0
2020-04-27,0000,7.99,19873.0,4.9,10.0,3
2020-04-27,0004,32.0,48832.0,4.0,10.0,2
2020-04-27,0002,36.0,34054.0,5.0,22.0,9
2020-04-27,0003,29.95,247525.0,4.4,56.0,4
2020-04-28,0000,7.989999999999999,19516.666666666668,4.9,10.0,4
2020-04-28,0002,36.0,37667.0,5.0,22.0,2
2020-04-28,0001,22.99,64308.0,3.7,739.0,1
2020-04-28,0003,29.95,122846.5,4.4,56.0,5
2020-04-28,0004,32.0,61535.0,4.0,10.0,2
2020-04-29,0003,29.95,124935.0,4.4,56.0,2
2020-04-29,0001,22.99,60247.0,3.7,739.0,0
2020-04-29,0000,7.989999999999999,19834.0,4.9,10.0,7
2020-04-29,0004,32.0,60494.0,4.0,10.0,5
2020-04-29,0002,36.0,43045.333333333336,5.0,22.0,16
2020-04-30,0002,36.0,30072.0,5.0,22.0,13
2020-04-30,0004,32.0,44857.5,4.0,10.0,6
2020-04-30,0000,9.49,16375.5,4.9,10.0,6
2020-04-30,0003,29.95,176821.0,4.4,56.0,2
2020-04-30,0001,22.99,81004.5,3.7,739.0,3
2020-05-01,0002,36.0,21382.0,5.0,22.0,8
2020-05-01,0000,8.49,16656.0,4.9,10.0,5
2020-05-01,0004,32.0,41505.5,4.0,10.0,4
2020-05-01,0001,22.99,53420.0,3.7,740.5,0
2020-05-01,0003,29.95,208345.0,4.4,56.0,1
2020-05-02,0003,29.95,190320.2,4.4,56.0,6
2020-05-02,0002,36.0,21424.666666666668,5.0,22.33333333333333,12
2020-05-02,0001,22.99,71988.0,3.7,742.0,0
2020-05-02,0000,8.49,16308.0,4.9,10.0,3
2020-05-02,0004,32.0,41169.16666666666,4.0,10.0,9
2020-05-03,0001,22.99,92905.0,3.7,742.0,0
2020-05-03,0003,29.95,157211.5,4.4,56.0,2
2020-05-03,0002,36.0,20493.33333333333,5.0,23.0,5
2020-05-03,0004,32.0,38404.75,3.9,11.0,3
2020-05-03,0000,8.49,25657.33333333333,4.9,10.0,2
2020-05-04,0000,8.49,21255.5,4.9,10.0,2
2020-05-04,0003,29.95,196205.0,4.4,56.0,2
2020-05-04,0004,32.0,41571.66666666666,3.9,11.0,3
2020-05-04,0001,22.99,76527.0,3.7,742.0,1
2020-05-04,0002,36.0,29071.33333333333,5.0,23.0,11
2020-05-05,0002,36.0,24186.0,5.0,23.0,15
2020-05-05,0004,32.0,47748.66666666666,3.9,11.0,5
2020-05-05,0001,22.99,62326.66666666666,3.7000000000000006,742.0,2
2020-05-05,0000,8.49,24801.0,4.9,10.0,3
2020-05-05,0003,29.95,201221.0,4.4,56.0,2
2020-05-06,0002,36.0,31329.4,5.0,23.2,8
2020-05-06,0004,32.0,43097.0,3.9,11.0,3
2020-05-06,0003,29.95,228599.5,4.4,56.0,2
2020-05-06,0001,22.99,74728.25,3.7,746.5,2
2020-05-06,0000,8.49,25632.25,4.9,10.0,3
2020-05-07,0002,36.0,28481.83333333333,5.0,24.0,13
2020-05-07,0003,29.95,213681.0,4.4,56.0,2
2020-05-07,0004,32.0,46774.25,3.9,11.0,4
2020-05-07,0001,22.99,58236.0,3.7,748.0,0
2020-05-07,0000,8.49,24786.5,4.9,10.0,9
2020-05-08,0004,32.0,49766.333333333336,3.9,11.0,1
2020-05-08,0003,29.95,164297.33333333334,4.4,56.0,1
2020-05-08,0000,8.49,14694.5,4.9,10.0,4
2020-05-08,0001,22.99,60435.0,3.7,748.0,1
2020-05-08,0002,36.0,22537.5,5.0,24.0,1
2020-05-09,0004,32.0,50973.5,3.9,11.0,14
2020-05-09,0001,22.99,66081.0,3.7,748.0,1
2020-05-09,0003,29.95,268598.0,4.4,56.0,3
2020-05-09,0002,36.0,40130.5,5.0,24.0,0
2020-05-09,0000,8.49,16360.25,4.9,9.5,4
2020-05-10,0002,36.0,61634.0,5.0,24.0,1
2020-05-10,0004,32.0,36785.0,3.9,11.0,6
2020-05-10,0000,8.49,19101.666666666668,4.9,9.0,1
2020-05-10,0003,29.95,175365.33333333334,4.433333333333334,56.333333333333336,1
2020-05-10,0001,22.99,62888.66666666666,3.7000000000000006,748.0,3
2020-05-11,0003,29.95,186522.0,4.5,57.0,1
2020-05-11,0002,36.0,59724.0,5.0,24.0,0
2020-05-11,0001,22.99,47574.0,3.7,748.0,2
2020-05-11,0000,8.49,24503.33333333333,4.9,9.0,2
2020-05-11,0004,32.0,36605.5,3.9,11.0,7
2020-05-12,0002,36.0,95735.0,5.0,24.0,0
2020-05-12,0001,22.99,50430.66666666666,3.7000000000000006,748.0,0
2020-05-12,0000,8.49,27200.0,4.9,9.0,1
2020-05-12,0003,29.95,198018.66666666663,4.5,57.0,2
2020-05-12,0004,32.0,37441.333333333336,3.9,11.0,3
2020-05-13,0002,36.0,110470.0,5.0,24.0,0
2020-05-13,0000,8.49,30971.0,4.9,9.0,6
2020-05-13,0003,29.95,255044.3333333333,4.5,57.0,2
2020-05-13,0001,22.99,47093.0,3.7000000000000006,751.3333333333334,1
2020-05-13,0004,32.0,53774.4,3.9,11.0,9
2020-05-14,0004,32.0,33696.0,3.9,11.0,8
2020-05-14,0003,29.95,202828.0,4.5,57.0,6
2020-05-14,0002,36.0,122677.0,5.0,24.0,0
2020-05-14,0001,22.99,41300.0,3.7,758.0,1
2020-05-14,0000,8.49,19902.33333333333,4.9,9.0,1
2020-05-15,0002,36.0,131311.5,5.0,24.0,0
2020-05-15,0003,29.95,133271.75,4.5,57.0,6
2020-05-15,0001,22.99,45990.5,3.7,758.0,1
2020-05-15,0000,8.49,26617.2,4.9,9.0,3
2020-05-15,0004,32.0,30678.75,3.9,11.0,3
2020-05-16,0001,22.99,37290.0,3.7,758.0,0
2020-05-16,0003,29.95,96664.0,4.5,57.0,1
2020-05-16,0000,8.49,16611.0,4.9,9.0,3
2020-05-16,0002,36.0,134617.33333333334,5.0,24.0,0
2020-05-16,0004,32.0,38955.5,3.975,11.75,10
2020-05-17,0003,29.95,181469.5,4.5,57.0,5
2020-05-17,0004,32.0,29888.0,4.0,12.0,12
2020-05-17,0000,8.49,20535.75,4.9,9.0,6
2020-05-17,0002,36.0,141227.0,4.9,26.0,0
2020-05-17,0001,22.99,37447.0,3.7,758.0,3
2020-05-18,0004,32.0,26004.25,4.0,12.0,7
2020-05-18,0000,8.49,18135.75,4.9,9.0,7
2020-05-18,0001,22.99,39952.0,3.7,758.0,0
2020-05-18,0003,29.95,127357.0,4.5,57.0,9
2020-05-18,0002,36.0,149342.0,4.9,26.0,0
2020-05-19,0001,22.99,46012.0,3.7,762.0,2
2020-05-19,0003,29.95,113979.66666666669,4.5,57.0,3
2020-05-19,0002,36.0,153112.0,4.9,26.0,0
2020-05-19,0000,8.49,14983.0,4.9,10.0,1
2020-05-19,0004,32.0,27289.0,4.0,12.0,13
2020-05-20,0000,8.49,22660.5,4.9,10.0,9
2020-05-20,0002,,,,,0
2020-05-20,0003,29.95,127099.75,4.5,57.0,1
2020-05-20,0001,22.99,48251.0,3.7,762.0,3
2020-05-20,0004,32.0,25768.666666666668,4.0,12.0,11
2020-05-21,0000,8.49,12316.0,4.9,10.0,5
2020-05-21,0004,32.0,27238.83333333333,4.0,12.0,4
